Exchange,Ticker,Start,End,score
TO,TD,"('TO', 'TD', Timestamp('2021-12-01 00:00:00'))","('TO', 'TD', Timestamp('2022-02-01 00:00:00'))",0.0
TO,XFN,"('TO', 'XFN', Timestamp('2021-12-01 00:00:00'))","('TO', 'XFN', Timestamp('2022-02-01 00:00:00'))",0.0053625950918722
TO,RBNK,"('TO', 'RBNK', Timestamp('2021-12-01 00:00:00'))","('TO', 'RBNK', Timestamp('2022-02-01 00:00:00'))",0.0060585932107705
TO,HCA,"('TO', 'HCA', Timestamp('2021-12-01 00:00:00'))","('TO', 'HCA', Timestamp('2022-02-01 00:00:00'))",0.0061211005039479
TO,CIC,"('TO', 'CIC', Timestamp('2021-12-01 00:00:00'))","('TO', 'CIC', Timestamp('2022-02-01 00:00:00'))",0.0065078030184433
TO,XDIV,"('TO', 'XDIV', Timestamp('2021-12-01 00:00:00'))","('TO', 'XDIV', Timestamp('2022-02-01 00:00:00'))",0.0065517765243054
TO,XEI,"('TO', 'XEI', Timestamp('2021-12-01 00:00:00'))","('TO', 'XEI', Timestamp('2022-02-01 00:00:00'))",0.0066248308853987
TO,VDY,"('TO', 'VDY', Timestamp('2021-12-01 00:00:00'))","('TO', 'VDY', Timestamp('2022-02-01 00:00:00'))",0.0066545194957859
TO,FIE,"('TO', 'FIE', Timestamp('2021-12-01 00:00:00'))","('TO', 'FIE', Timestamp('2022-02-01 00:00:00'))",0.0067364977735263
TO,XCV,"('TO', 'XCV', Timestamp('2021-12-01 00:00:00'))","('TO', 'XCV', Timestamp('2022-02-01 00:00:00'))",0.0067838970639811
TO,BNS,"('TO', 'BNS', Timestamp('2021-12-01 00:00:00'))","('TO', 'BNS', Timestamp('2022-02-01 00:00:00'))",0.0068089649862038
NASDAQ,GYRO,"('NASDAQ', 'GYRO', Timestamp('2016-11-28 00:00:00'))","('NASDAQ', 'GYRO', Timestamp('2017-01-27 00:00:00'))",0.0068552575715355
TO,ZWB,"('TO', 'ZWB', Timestamp('2021-12-01 00:00:00'))","('TO', 'ZWB', Timestamp('2022-02-01 00:00:00'))",0.006868053621221
TO,ZEB,"('TO', 'ZEB', Timestamp('2021-12-01 00:00:00'))","('TO', 'ZEB', Timestamp('2022-02-01 00:00:00'))",0.0068865770570773
TO,XDV,"('TO', 'XDV', Timestamp('2021-12-01 00:00:00'))","('TO', 'XDV', Timestamp('2022-02-01 00:00:00'))",0.0069317884049545
NASDAQ,EBMT,"('NASDAQ', 'EBMT', Timestamp('2012-05-15 00:00:00'))","('NASDAQ', 'EBMT', Timestamp('2012-07-13 00:00:00'))",0.0070109111129931
NYSE,BRO,"('NYSE', 'BRO', Timestamp('2017-04-19 00:00:00'))","('NYSE', 'BRO', Timestamp('2017-06-16 00:00:00'))",0.0070138654744133
TO,CEW,"('TO', 'CEW', Timestamp('2021-12-01 00:00:00'))","('TO', 'CEW', Timestamp('2022-02-01 00:00:00'))",0.0070919670340907
NYSE,WRB,"('NYSE', 'WRB', Timestamp('2018-07-25 00:00:00'))","('NYSE', 'WRB', Timestamp('2018-09-21 00:00:00'))",0.0070940960069144
NYSE,PUK,"('NYSE', 'PUK', Timestamp('2017-04-19 00:00:00'))","('NYSE', 'PUK', Timestamp('2017-06-16 00:00:00'))",0.0070951328082986
NASDAQ,PRSR,"('NASDAQ', 'PRSR', Timestamp('2021-03-18 00:00:00'))","('NASDAQ', 'PRSR', Timestamp('2021-05-17 00:00:00'))",0.0071171040890155
NYSE,VBF,"('NYSE', 'VBF', Timestamp('2013-04-08 00:00:00'))","('NYSE', 'VBF', Timestamp('2013-06-05 00:00:00'))",0.0071317300536151
NYSE,DTF,"('NYSE', 'DTF', Timestamp('2019-09-25 00:00:00'))","('NYSE', 'DTF', Timestamp('2019-11-21 00:00:00'))",0.0071363305622555
TO,FQC,"('TO', 'FQC', Timestamp('2015-08-21 00:00:00'))","('TO', 'FQC', Timestamp('2015-10-21 00:00:00'))",0.0071415855356277
NYSE,ARDC,"('NYSE', 'ARDC', Timestamp('2020-07-07 00:00:00'))","('NYSE', 'ARDC', Timestamp('2020-09-02 00:00:00'))",0.0071944866119917
AMEX,EIM,"('AMEX', 'EIM', Timestamp('2020-01-02 00:00:00'))","('AMEX', 'EIM', Timestamp('2020-03-03 00:00:00'))",0.007202321790618
NYSE,PYT,"('NYSE', 'PYT', Timestamp('2013-11-15 00:00:00'))","('NYSE', 'PYT', Timestamp('2014-01-16 00:00:00'))",0.0072041947727888
TO,TQCD,"('TO', 'TQCD', Timestamp('2021-12-01 00:00:00'))","('TO', 'TQCD', Timestamp('2022-02-01 00:00:00'))",0.0072074710691138
NYSE,PFL,"('NYSE', 'PFL', Timestamp('2012-05-30 00:00:00'))","('NYSE', 'PFL', Timestamp('2012-07-27 00:00:00'))",0.0072090225715832
TO,TMEC,"('TO', 'TMEC', Timestamp('2021-12-01 00:00:00'))","('TO', 'TMEC', Timestamp('2022-02-01 00:00:00'))",0.0072223746347078
NASDAQ,PEBK,"('NASDAQ', 'PEBK', Timestamp('2021-12-13 00:00:00'))","('NASDAQ', 'PEBK', Timestamp('2022-02-10 00:00:00'))",0.0072319044637942
TO,PXC,"('TO', 'PXC', Timestamp('2021-12-01 00:00:00'))","('TO', 'PXC', Timestamp('2022-02-01 00:00:00'))",0.0072559232359129
NYSE,SBI,"('NYSE', 'SBI', Timestamp('2021-04-28 00:00:00'))","('NYSE', 'SBI', Timestamp('2021-06-25 00:00:00'))",0.0072591957352929
NYSE,MIY,"('NYSE', 'MIY', Timestamp('2019-03-01 00:00:00'))","('NYSE', 'MIY', Timestamp('2019-04-30 00:00:00'))",0.0072697482984467
NYSE,EFC,"('NYSE', 'EFC', Timestamp('2017-09-07 00:00:00'))","('NYSE', 'EFC', Timestamp('2017-11-03 00:00:00'))",0.0072748922221378
NASDAQ,GOBI,"('NASDAQ', 'GOBI', Timestamp('2021-08-24 00:00:00'))","('NASDAQ', 'GOBI', Timestamp('2021-10-21 00:00:00'))",0.0072762960444696
NASDAQ,HPK,"('NASDAQ', 'HPK', Timestamp('2019-12-11 00:00:00'))","('NASDAQ', 'HPK', Timestamp('2020-02-11 00:00:00'))",0.0072896553144331
NYSE,PIM,"('NYSE', 'PIM', Timestamp('2016-07-27 00:00:00'))","('NYSE', 'PIM', Timestamp('2016-09-23 00:00:00'))",0.0072922648061596
TO,ZDV,"('TO', 'ZDV', Timestamp('2021-12-01 00:00:00'))","('TO', 'ZDV', Timestamp('2022-02-01 00:00:00'))",0.0072968610098881
NYSE,TRP,"('NYSE', 'TRP', Timestamp('2011-03-18 00:00:00'))","('NYSE', 'TRP', Timestamp('2011-05-17 00:00:00'))",0.0073052732763551
TO,VIDY,"('TO', 'VIDY', Timestamp('2021-12-01 00:00:00'))","('TO', 'VIDY', Timestamp('2022-02-01 00:00:00'))",0.0073174047163553
NASDAQ,RILYL,"('NASDAQ', 'RILYL', Timestamp('2021-09-03 00:00:00'))","('NASDAQ', 'RILYL', Timestamp('2021-11-02 00:00:00'))",0.0073201456139417
NYSE,AVK,"('NYSE', 'AVK', Timestamp('2012-08-22 00:00:00'))","('NYSE', 'AVK', Timestamp('2012-10-19 00:00:00'))",0.0073228201901138
TO,XDUH,"('TO', 'XDUH', Timestamp('2020-07-21 00:00:00'))","('TO', 'XDUH', Timestamp('2020-09-18 00:00:00'))",0.0073305665299193
NYSE,TR,"('NYSE', 'TR', Timestamp('2009-09-25 00:00:00'))","('NYSE', 'TR', Timestamp('2009-11-23 00:00:00'))",0.0073340176276807
TO,CXI,"('TO', 'CXI', Timestamp('2018-07-27 00:00:00'))","('TO', 'CXI', Timestamp('2018-09-26 00:00:00'))",0.0073378783284189
NYSE,JEQ,"('NYSE', 'JEQ', Timestamp('2016-12-01 00:00:00'))","('NYSE', 'JEQ', Timestamp('2017-02-01 00:00:00'))",0.007338805166998
NYSE,THW,"('NYSE', 'THW', Timestamp('2021-06-18 00:00:00'))","('NYSE', 'THW', Timestamp('2021-08-17 00:00:00'))",0.0073507388569632
NYSE,NVGS,"('NYSE', 'NVGS', Timestamp('2011-01-04 00:00:00'))","('NYSE', 'NVGS', Timestamp('2011-03-04 00:00:00'))",0.0073520502252775
NYSE,MQT,"('NYSE', 'MQT', Timestamp('2010-07-21 00:00:00'))","('NYSE', 'MQT', Timestamp('2010-09-17 00:00:00'))",0.0073563995900962
NYSE,JNJ,"('NYSE', 'JNJ', Timestamp('2017-05-12 00:00:00'))","('NYSE', 'JNJ', Timestamp('2017-07-12 00:00:00'))",0.0073585737080807
NYSE,HIO,"('NYSE', 'HIO', Timestamp('2017-02-28 00:00:00'))","('NYSE', 'HIO', Timestamp('2017-04-27 00:00:00'))",0.0073588190257837
NYSE,SRLP,"('NYSE', 'SRLP', Timestamp('2013-12-30 00:00:00'))","('NYSE', 'SRLP', Timestamp('2014-02-28 00:00:00'))",0.0073747952039696
NYSE,NIQ,"('NYSE', 'NIQ', Timestamp('2017-12-07 00:00:00'))","('NYSE', 'NIQ', Timestamp('2018-02-07 00:00:00'))",0.0073797149011169
NASDAQ,OXLCM,"('NASDAQ', 'OXLCM', Timestamp('2018-05-03 00:00:00'))","('NASDAQ', 'OXLCM', Timestamp('2018-07-02 00:00:00'))",0.0073800860927092
NYSE,FMC,"('NYSE', 'FMC', Timestamp('2013-11-14 00:00:00'))","('NYSE', 'FMC', Timestamp('2014-01-15 00:00:00'))",0.007382338636271
TO,ZVC,"('TO', 'ZVC', Timestamp('2021-12-01 00:00:00'))","('TO', 'ZVC', Timestamp('2022-02-01 00:00:00'))",0.0073907417803708
NYSE,MMT,"('NYSE', 'MMT', Timestamp('2009-06-11 00:00:00'))","('NYSE', 'MMT', Timestamp('2009-08-10 00:00:00'))",0.0073917284951835
TO,CDZ,"('TO', 'CDZ', Timestamp('2021-12-01 00:00:00'))","('TO', 'CDZ', Timestamp('2022-02-01 00:00:00'))",0.0073940453986733
NYSE,TD,"('NYSE', 'TD', Timestamp('2016-09-14 00:00:00'))","('NYSE', 'TD', Timestamp('2016-11-10 00:00:00'))",0.0073948686971693
NASDAQ,POWRU,"('NASDAQ', 'POWRU', Timestamp('2021-09-20 00:00:00'))","('NASDAQ', 'POWRU', Timestamp('2021-11-16 00:00:00'))",0.007399123912997
TO,ZWC,"('TO', 'ZWC', Timestamp('2021-12-01 00:00:00'))","('TO', 'ZWC', Timestamp('2022-02-01 00:00:00'))",0.0074178850999749
AMEX,ACU,"('AMEX', 'ACU', Timestamp('2013-02-27 00:00:00'))","('AMEX', 'ACU', Timestamp('2013-04-26 00:00:00'))",0.007428057528267
TO,XEU,"('TO', 'XEU', Timestamp('2021-12-01 00:00:00'))","('TO', 'XEU', Timestamp('2022-02-01 00:00:00'))",0.0074314578241539
TO,FSL,"('TO', 'FSL', Timestamp('2020-04-08 00:00:00'))","('TO', 'FSL', Timestamp('2020-06-08 00:00:00'))",0.0074335361084266
NYSE,EVF,"('NYSE', 'EVF', Timestamp('2014-10-27 00:00:00'))","('NYSE', 'EVF', Timestamp('2014-12-24 00:00:00'))",0.0074393879734029
TO,HOG,"('TO', 'HOG', Timestamp('2016-06-23 00:00:00'))","('TO', 'HOG', Timestamp('2016-08-23 00:00:00'))",0.0074474115746568
NASDAQ,ZIONL,"('NASDAQ', 'ZIONL', Timestamp('2014-07-22 00:00:00'))","('NASDAQ', 'ZIONL', Timestamp('2014-09-18 00:00:00'))",0.0074515493673301
TO,ZMI,"('TO', 'ZMI', Timestamp('2020-06-17 00:00:00'))","('TO', 'ZMI', Timestamp('2020-08-17 00:00:00'))",0.0074563564733139
NASDAQ,MVBF,"('NASDAQ', 'MVBF', Timestamp('2016-12-14 00:00:00'))","('NASDAQ', 'MVBF', Timestamp('2017-02-14 00:00:00'))",0.0074570361025748
NASDAQ,LDHA,"('NASDAQ', 'LDHA', Timestamp('2021-06-29 00:00:00'))","('NASDAQ', 'LDHA', Timestamp('2021-08-26 00:00:00'))",0.0074641624032416
NASDAQ,IMV,"('NASDAQ', 'IMV', Timestamp('2014-11-06 00:00:00'))","('NASDAQ', 'IMV', Timestamp('2015-01-07 00:00:00'))",0.0074816784951077
NASDAQ,HERAU,"('NASDAQ', 'HERAU', Timestamp('2021-07-19 00:00:00'))","('NASDAQ', 'HERAU', Timestamp('2021-09-15 00:00:00'))",0.0074846937087813
TO,XGI,"('TO', 'XGI', Timestamp('2021-12-01 00:00:00'))","('TO', 'XGI', Timestamp('2022-02-01 00:00:00'))",0.0074862740085793
NYSE,HE,"('NYSE', 'HE', Timestamp('2017-09-07 00:00:00'))","('NYSE', 'HE', Timestamp('2017-11-03 00:00:00'))",0.0074923680517872
TO,HEWB,"('TO', 'HEWB', Timestamp('2021-12-01 00:00:00'))","('TO', 'HEWB', Timestamp('2022-02-01 00:00:00'))",0.0074945342794279
NYSE,NAZ,"('NYSE', 'NAZ', Timestamp('2015-08-12 00:00:00'))","('NYSE', 'NAZ', Timestamp('2015-10-09 00:00:00'))",0.00749629338138
TO,AI,"('TO', 'AI', Timestamp('2016-10-07 00:00:00'))","('TO', 'AI', Timestamp('2016-12-06 00:00:00'))",0.0075044521423935
NYSE,MO,"('NYSE', 'MO', Timestamp('2021-11-04 00:00:00'))","('NYSE', 'MO', Timestamp('2022-01-04 00:00:00'))",0.0075055827402337
NASDAQ,VABK,"('NASDAQ', 'VABK', Timestamp('2014-06-24 00:00:00'))","('NASDAQ', 'VABK', Timestamp('2014-08-21 00:00:00'))",0.0075073551179486
NYSE,HEQ,"('NYSE', 'HEQ', Timestamp('2020-12-09 00:00:00'))","('NYSE', 'HEQ', Timestamp('2021-02-09 00:00:00'))",0.0075096551150494
TO,RXD,"('TO', 'RXD', Timestamp('2021-11-11 00:00:00'))","('TO', 'RXD', Timestamp('2022-01-12 00:00:00'))",0.0075111901863082
AMEX,CIK,"('AMEX', 'CIK', Timestamp('2015-01-14 00:00:00'))","('AMEX', 'CIK', Timestamp('2015-03-16 00:00:00'))",0.0075136306459876
NYSE,ABM,"('NYSE', 'ABM', Timestamp('2015-04-07 00:00:00'))","('NYSE', 'ABM', Timestamp('2015-06-04 00:00:00'))",0.0075140622147608
NASDAQ,ADP,"('NASDAQ', 'ADP', Timestamp('2014-06-12 00:00:00'))","('NASDAQ', 'ADP', Timestamp('2014-08-11 00:00:00'))",0.0075155340481113
NYSE,JOF,"('NYSE', 'JOF', Timestamp('2016-08-19 00:00:00'))","('NYSE', 'JOF', Timestamp('2016-10-18 00:00:00'))",0.0075156015112835
AMEX,FTF,"('AMEX', 'FTF', Timestamp('2016-02-08 00:00:00'))","('AMEX', 'FTF', Timestamp('2016-04-07 00:00:00'))",0.0075220515688276
NYSE,TM,"('NYSE', 'TM', Timestamp('2016-09-09 00:00:00'))","('NYSE', 'TM', Timestamp('2016-11-07 00:00:00'))",0.0075233060812375
NASDAQ,BTWNU,"('NASDAQ', 'BTWNU', Timestamp('2022-01-25 00:00:00'))","('NASDAQ', 'BTWNU', Timestamp('2022-03-24 00:00:00'))",0.0075241518372021
NYSE,BGY,"('NYSE', 'BGY', Timestamp('2017-03-16 00:00:00'))","('NYSE', 'BGY', Timestamp('2017-05-15 00:00:00'))",0.0075252415539979
NASDAQ,LVRAU,"('NASDAQ', 'LVRAU', Timestamp('2021-06-14 00:00:00'))","('NASDAQ', 'LVRAU', Timestamp('2021-08-11 00:00:00'))",0.0075284950065874
NYSE,BXMX,"('NYSE', 'BXMX', Timestamp('2017-03-16 00:00:00'))","('NYSE', 'BXMX', Timestamp('2017-05-15 00:00:00'))",0.0075315163033588
NYSE,FCT,"('NYSE', 'FCT', Timestamp('2016-06-15 00:00:00'))","('NYSE', 'FCT', Timestamp('2016-08-12 00:00:00'))",0.0075324740908744
TO,XFI,"('TO', 'XFI', Timestamp('2020-03-26 00:00:00'))","('TO', 'XFI', Timestamp('2020-05-26 00:00:00'))",0.0075328787675206
NYSE,HYB,"('NYSE', 'HYB', Timestamp('2013-12-30 00:00:00'))","('NYSE', 'HYB', Timestamp('2014-02-28 00:00:00'))",0.007534200255743
NYSE,FOF,"('NYSE', 'FOF', Timestamp('2013-10-03 00:00:00'))","('NYSE', 'FOF', Timestamp('2013-12-02 00:00:00'))",0.0075350490424596
NYSE,PMX,"('NYSE', 'PMX', Timestamp('2019-06-21 00:00:00'))","('NYSE', 'PMX', Timestamp('2019-08-20 00:00:00'))",0.007536136432607
NASDAQ,RDIB,"('NASDAQ', 'RDIB', Timestamp('2016-07-28 00:00:00'))","('NASDAQ', 'RDIB', Timestamp('2016-09-26 00:00:00'))",0.0075394570341491
NASDAQ,GMAB,"('NASDAQ', 'GMAB', Timestamp('2013-09-25 00:00:00'))","('NASDAQ', 'GMAB', Timestamp('2013-11-21 00:00:00'))",0.0075397488887421
NYSE,EQD,"('NYSE', 'EQD', Timestamp('2021-04-05 00:00:00'))","('NYSE', 'EQD', Timestamp('2021-06-02 00:00:00'))",0.007540647026327
TO,SEC,"('TO', 'SEC', Timestamp('2013-05-22 00:00:00'))","('TO', 'SEC', Timestamp('2013-07-19 00:00:00'))",0.0075407855502088
TO,XPF,"('TO', 'XPF', Timestamp('2018-06-29 00:00:00'))","('TO', 'XPF', Timestamp('2018-08-29 00:00:00'))",0.0075467235167915
NYSE,RNR,"('NYSE', 'RNR', Timestamp('2016-12-16 00:00:00'))","('NYSE', 'RNR', Timestamp('2017-02-16 00:00:00'))",0.0075519327076226
NASDAQ,PANL,"('NASDAQ', 'PANL', Timestamp('2014-01-24 00:00:00'))","('NASDAQ', 'PANL', Timestamp('2014-03-25 00:00:00'))",0.0075530974459613
NYSE,ETO,"('NYSE', 'ETO', Timestamp('2016-12-15 00:00:00'))","('NYSE', 'ETO', Timestamp('2017-02-15 00:00:00'))",0.0075578752818819
NASDAQ,OXSQG,"('NASDAQ', 'OXSQG', Timestamp('2021-09-10 00:00:00'))","('NASDAQ', 'OXSQG', Timestamp('2021-11-08 00:00:00'))",0.0075595117101841
NYSE,EVG,"('NYSE', 'EVG', Timestamp('2015-07-22 00:00:00'))","('NYSE', 'EVG', Timestamp('2015-09-18 00:00:00'))",0.007561426234805
NYSE,ARMK,"('NYSE', 'ARMK', Timestamp('2017-08-30 00:00:00'))","('NYSE', 'ARMK', Timestamp('2017-10-27 00:00:00'))",0.0075615557789457
NASDAQ,ACKIU,"('NASDAQ', 'ACKIU', Timestamp('2021-06-08 00:00:00'))","('NASDAQ', 'ACKIU', Timestamp('2021-08-05 00:00:00'))",0.0075635036448212
TO,XXM,"('TO', 'XXM', Timestamp('2021-08-13 00:00:00'))","('TO', 'XXM', Timestamp('2021-10-13 00:00:00'))",0.0075664662730279
NYSE,MAV,"('NYSE', 'MAV', Timestamp('2010-06-24 00:00:00'))","('NYSE', 'MAV', Timestamp('2010-08-23 00:00:00'))",0.0075682182477106
NYSE,MNP,"('NYSE', 'MNP', Timestamp('2017-02-27 00:00:00'))","('NYSE', 'MNP', Timestamp('2017-04-26 00:00:00'))",0.007570310902804
NASDAQ,JKHY,"('NASDAQ', 'JKHY', Timestamp('2017-08-30 00:00:00'))","('NASDAQ', 'JKHY', Timestamp('2017-10-27 00:00:00'))",0.0075770133673112
TO,FLEM,"('TO', 'FLEM', Timestamp('2020-06-30 00:00:00'))","('TO', 'FLEM', Timestamp('2020-08-28 00:00:00'))",0.0075770658260981
AMEX,ERC,"('AMEX', 'ERC', Timestamp('2016-11-14 00:00:00'))","('AMEX', 'ERC', Timestamp('2017-01-13 00:00:00'))",0.0075786668763308
TO,BPRF,"('TO', 'BPRF', Timestamp('2021-07-26 00:00:00'))","('TO', 'BPRF', Timestamp('2021-09-23 00:00:00'))",0.0075788272798179
NYSE,FRT,"('NYSE', 'FRT', Timestamp('2012-11-29 00:00:00'))","('NYSE', 'FRT', Timestamp('2013-01-30 00:00:00'))",0.0075865984870766
NYSE,CHN,"('NYSE', 'CHN', Timestamp('2017-04-06 00:00:00'))","('NYSE', 'CHN', Timestamp('2017-06-06 00:00:00'))",0.0075888339222234
TO,CGAA,"('TO', 'CGAA', Timestamp('2020-04-03 00:00:00'))","('TO', 'CGAA', Timestamp('2020-06-03 00:00:00'))",0.0075942005715112
TO,MWD,"('TO', 'MWD', Timestamp('2021-05-18 00:00:00'))","('TO', 'MWD', Timestamp('2021-07-16 00:00:00'))",0.0075942643345511
NYSE,JHI,"('NYSE', 'JHI', Timestamp('2016-02-08 00:00:00'))","('NYSE', 'JHI', Timestamp('2016-04-07 00:00:00'))",0.0075990079204885
TO,SLF,"('TO', 'SLF', Timestamp('2021-12-01 00:00:00'))","('TO', 'SLF', Timestamp('2022-02-01 00:00:00'))",0.0075991590593496
NYSE,GIM,"('NYSE', 'GIM', Timestamp('2014-03-27 00:00:00'))","('NYSE', 'GIM', Timestamp('2014-05-27 00:00:00'))",0.0076035237201788
NYSE,RBAC,"('NYSE', 'RBAC', Timestamp('2021-10-25 00:00:00'))","('NYSE', 'RBAC', Timestamp('2021-12-22 00:00:00'))",0.0076048713210284
NYSE,NOM,"('NYSE', 'NOM', Timestamp('2018-05-30 00:00:00'))","('NYSE', 'NOM', Timestamp('2018-07-27 00:00:00'))",0.0076076927101081
TO,XFA,"('TO', 'XFA', Timestamp('2019-03-07 00:00:00'))","('TO', 'XFA', Timestamp('2019-05-06 00:00:00'))",0.0076149007965995
NASDAQ,CHY,"('NASDAQ', 'CHY', Timestamp('2013-01-04 00:00:00'))","('NASDAQ', 'CHY', Timestamp('2013-03-06 00:00:00'))",0.0076149960618459
NYSE,BKN,"('NYSE', 'BKN', Timestamp('2017-06-01 00:00:00'))","('NYSE', 'BKN', Timestamp('2017-07-31 00:00:00'))",0.0076157109871117
NYSE,FT,"('NYSE', 'FT', Timestamp('2019-12-19 00:00:00'))","('NYSE', 'FT', Timestamp('2020-02-20 00:00:00'))",0.0076161033688995
NASDAQ,IRDM,"('NASDAQ', 'IRDM', Timestamp('2009-06-03 00:00:00'))","('NASDAQ', 'IRDM', Timestamp('2009-07-31 00:00:00'))",0.0076161791520104
NYSE,MCA,"('NYSE', 'MCA', Timestamp('2015-06-29 00:00:00'))","('NYSE', 'MCA', Timestamp('2015-08-26 00:00:00'))",0.0076224445993567
NYSE,NVG,"('NYSE', 'NVG', Timestamp('2015-08-10 00:00:00'))","('NYSE', 'NVG', Timestamp('2015-10-07 00:00:00'))",0.0076226312360843
TO,CUD,"('TO', 'CUD', Timestamp('2018-05-29 00:00:00'))","('TO', 'CUD', Timestamp('2018-07-26 00:00:00'))",0.0076228580673466
NASDAQ,FSSIU,"('NASDAQ', 'FSSIU', Timestamp('2021-09-28 00:00:00'))","('NASDAQ', 'FSSIU', Timestamp('2021-11-24 00:00:00'))",0.007626599716285
AMEX,EVV,"('AMEX', 'EVV', Timestamp('2018-12-27 00:00:00'))","('AMEX', 'EVV', Timestamp('2019-02-27 00:00:00'))",0.0076267290535478
NYSE,WIA,"('NYSE', 'WIA', Timestamp('2015-06-22 00:00:00'))","('NYSE', 'WIA', Timestamp('2015-08-19 00:00:00'))",0.0076286230262893
NYSE,IBER,"('NYSE', 'IBER', Timestamp('2021-06-25 00:00:00'))","('NYSE', 'IBER', Timestamp('2021-08-24 00:00:00'))",0.0076306922911778
NYSE,GBAB,"('NYSE', 'GBAB', Timestamp('2020-07-10 00:00:00'))","('NYSE', 'GBAB', Timestamp('2020-09-08 00:00:00'))",0.007631961691703
AMEX,SCCC,"('AMEX', 'SCCC', Timestamp('2021-05-07 00:00:00'))","('AMEX', 'SCCC', Timestamp('2021-07-07 00:00:00'))",0.0076347731490995
TO,CVG,"('TO', 'CVG', Timestamp('2015-04-28 00:00:00'))","('TO', 'CVG', Timestamp('2015-06-25 00:00:00'))",0.0076355048788388
NYSE,IHIT,"('NYSE', 'IHIT', Timestamp('2021-07-12 00:00:00'))","('NYSE', 'IHIT', Timestamp('2021-09-08 00:00:00'))",0.0076378689969144
NASDAQ,FSBW,"('NASDAQ', 'FSBW', Timestamp('2014-02-19 00:00:00'))","('NASDAQ', 'FSBW', Timestamp('2014-04-17 00:00:00'))",0.0076413770254573
NYSE,MVT,"('NYSE', 'MVT', Timestamp('2012-12-31 00:00:00'))","('NYSE', 'MVT', Timestamp('2013-03-01 00:00:00'))",0.0076420638841622
NASDAQ,SNY,"('NASDAQ', 'SNY', Timestamp('2016-07-11 00:00:00'))","('NASDAQ', 'SNY', Timestamp('2016-09-07 00:00:00'))",0.0076464252154867
NYSE,VYGG,"('NYSE', 'VYGG', Timestamp('2021-08-02 00:00:00'))","('NYSE', 'VYGG', Timestamp('2021-09-29 00:00:00'))",0.0076466290745316
NYSE,NKG,"('NYSE', 'NKG', Timestamp('2014-09-09 00:00:00'))","('NYSE', 'NKG', Timestamp('2014-11-05 00:00:00'))",0.0076469566094984
NYSE,HPI,"('NYSE', 'HPI', Timestamp('2016-06-27 00:00:00'))","('NYSE', 'HPI', Timestamp('2016-08-24 00:00:00'))",0.0076471569991143
NYSE,MSD,"('NYSE', 'MSD', Timestamp('2013-10-16 00:00:00'))","('NYSE', 'MSD', Timestamp('2013-12-13 00:00:00'))",0.0076491216899578
NYSE,MYN,"('NYSE', 'MYN', Timestamp('2014-08-18 00:00:00'))","('NYSE', 'MYN', Timestamp('2014-10-15 00:00:00'))",0.0076493688810423
TO,GCG,"('TO', 'GCG', Timestamp('2013-10-25 00:00:00'))","('TO', 'GCG', Timestamp('2013-12-23 00:00:00'))",0.0076500207564071
NYSE,FMN,"('NYSE', 'FMN', Timestamp('2009-12-24 00:00:00'))","('NYSE', 'FMN', Timestamp('2010-02-25 00:00:00'))",0.0076546138046524
AMEX,AIRI,"('AMEX', 'AIRI', Timestamp('2011-05-19 00:00:00'))","('AMEX', 'AIRI', Timestamp('2011-07-19 00:00:00'))",0.0076548240697659
NYSE,PHT,"('NYSE', 'PHT', Timestamp('2014-02-13 00:00:00'))","('NYSE', 'PHT', Timestamp('2014-04-14 00:00:00'))",0.0076552734685556
NASDAQ,INTG,"('NASDAQ', 'INTG', Timestamp('2016-08-03 00:00:00'))","('NASDAQ', 'INTG', Timestamp('2016-09-30 00:00:00'))",0.0076573632186686
NASDAQ,NBST,"('NASDAQ', 'NBST', Timestamp('2021-08-06 00:00:00'))","('NASDAQ', 'NBST', Timestamp('2021-10-05 00:00:00'))",0.0076578590001262
NYSE,NEA,"('NYSE', 'NEA', Timestamp('2009-11-09 00:00:00'))","('NYSE', 'NEA', Timestamp('2010-01-08 00:00:00'))",0.0076618570427979
NYSE,BHV,"('NYSE', 'BHV', Timestamp('2015-09-10 00:00:00'))","('NYSE', 'BHV', Timestamp('2015-11-06 00:00:00'))",0.0076626222540089
NYSE,APLE,"('NYSE', 'APLE', Timestamp('2016-12-12 00:00:00'))","('NYSE', 'APLE', Timestamp('2017-02-10 00:00:00'))",0.0076627143717372
TO,XID,"('TO', 'XID', Timestamp('2010-05-20 00:00:00'))","('TO', 'XID', Timestamp('2010-07-20 00:00:00'))",0.0076659431147947
NASDAQ,ARBG,"('NASDAQ', 'ARBG', Timestamp('2021-05-21 00:00:00'))","('NASDAQ', 'ARBG', Timestamp('2021-07-21 00:00:00'))",0.0076669574409927
NYSE,MHNC,"('NYSE', 'MHNC', Timestamp('2021-03-15 00:00:00'))","('NYSE', 'MHNC', Timestamp('2021-05-12 00:00:00'))",0.0076682216402636
NASDAQ,CBFV,"('NASDAQ', 'CBFV', Timestamp('2012-07-13 00:00:00'))","('NASDAQ', 'CBFV', Timestamp('2012-09-11 00:00:00'))",0.0076689535387748
NASDAQ,CATC,"('NASDAQ', 'CATC', Timestamp('2017-05-31 00:00:00'))","('NASDAQ', 'CATC', Timestamp('2017-07-28 00:00:00'))",0.0076690536279492
